Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,"Found in Sample: [S1] F1: 126, Sample, n/a","Found in Sample: [S2] F1: 127, Sample, APPPS1_SPR1","Found in Sample: [S3] F1: 128, Sample, APPPS1_SPR2","Found in Sample: [S4] F1: 129, Sample, APPPS1_NPR1","Found in Sample: [S5] F1: 130, Sample, APPPS1_NPR2","Found in Sample: [S6] F1: 131, Sample, WT_CONTROL",Abundance Ratio: (APPPS1_SPR1) / (APPPS1_NPR1),Abundance Ratio: (APPPS1_SPR2) / (APPPS1_NPR2),Abundance Ratio: (APPPS1_NPR1) / (WT_CONTROL),Abundance Ratio: (APPPS1_NPR2) / (WT_CONTROL),"Abundances (Normalized): F1: 126, Sample, n/a","Abundances (Normalized): F1: 127, Sample, APPPS1_SPR1","Abundances (Normalized): F1: 128, Sample, APPPS1_SPR2","Abundances (Normalized): F1: 129, Sample, APPPS1_NPR1","Abundances (Normalized): F1: 130, Sample, APPPS1_NPR2","Abundances (Normalized): F1: 131, Sample, WT_CONTROL",emPAI,# Razor Peptides,Score Sequest HT,# Peptides Sequest HT
FALSE,Master Protein,Q8C3P7,N6-adenosine-methyltransferase subunit METTL3 OS=Mus musculus GN=Mettl3 PE=1 SV=2,3.448275862,1,2,1,1,580,64.576,6.49,Not Found,High,High,High,High,High,0.999,1.03,1.239,1.052,,131.1,114.8,131.3,111.5,106,0.064,0,4.477304459,1
FALSE,Master Protein,Q9CQH7,Transcription factor BTF3 homolog 4 OS=Mus musculus GN=Btf3l4 PE=1 SV=1,4.430379747,1,2,1,1,158,17.26,6.35,High,High,High,High,High,High,0.678,0.721,0.864,0.91,668.8,901.2,1009.5,1329.4,1400.5,1539.1,0.259,0,4.462260246,1
FALSE,Master Protein,Q570Y9,DEP domain-containing mTOR-interacting protein OS=Mus musculus GN=Deptor PE=1 SV=2,6.112469438,2,2,2,1,409,46.09,7.91,High,High,High,High,High,High,1.797,1.711,1.076,0.924,605.4,792.8,648.3,441.1,378.9,409.9,0.194,0,4.46169281,2
FALSE,Master Protein,Q3V4B5,COMM domain-containing protein 6 OS=Mus musculus GN=Commd6 PE=1 SV=1,22.98850575,2,3,2,1,87,9.789,5.38,High,High,High,High,High,High,1.288,2.007,1.213,1.258,1077.9,372.5,601.7,289.2,299.8,238.4,0.778,0,4.460620165,2
FALSE,Master Protein,Q99JG7,TNFAIP3-interacting protein 2 OS=Mus musculus GN=Tnip2 PE=1 SV=1,6.046511628,2,2,2,1,430,49.063,6.44,High,High,High,High,High,High,1.599,1.206,1.031,1.117,182.2,275,224.9,172,186.4,166.8,0.136,0,4.458509684,2
FALSE,Master Protein,Q80YT7,Myomegalin OS=Mus musculus GN=Pde4dip PE=1 SV=2,1.214028777,2,2,2,1,2224,250.477,5.53,High,High,High,High,High,High,1.138,1.033,0.882,0.929,,48.3,46.2,42.4,44.7,48.1,0.03,0,4.458448172,2
FALSE,Master Protein,Q9D483,DNA-directed RNA polymerase III subunit RPC3 OS=Mus musculus GN=Polr3c PE=1 SV=1,1.688555347,1,2,1,1,533,60.667,7.58,High,High,High,High,High,High,,,,,,,,,,,0.116,0,4.445087075,1
FALSE,Master Protein,Q8K297,Procollagen galactosyltransferase 1 OS=Mus musculus GN=Colgalt1 PE=1 SV=2,2.917341977,1,1,1,1,617,71.015,7.28,Not Found,High,High,High,High,High,1.249,1.292,1.41,1.192,,269.6,235.7,215.8,182.4,153,0.054,0,4.443987846,1
FALSE,Master Protein,Q62422,Osteoclast-stimulating factor 1 OS=Mus musculus GN=Ostf1 PE=1 SV=2,8.837209302,1,1,1,1,215,23.768,5.68,High,High,High,High,High,High,2.085,1.555,0.98,1.057,407,371.5,298.9,178.2,192.2,181.9,0.179,0,4.440536022,1
FALSE,Master Protein,Q9D1M4,Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus GN=Eef1e1 PE=1 SV=1,5.172413793,1,3,1,1,174,19.846,8.59,High,High,High,High,High,High,0.945,0.611,1.067,1.224,3251,1924.9,1427.6,2036.9,2336.4,1908.3,0.359,0,4.436500788,1
FALSE,Master Protein,P70689,Gap junction beta-6 protein OS=Mus musculus GN=Gjb6 PE=1 SV=1,2.681992337,1,2,1,1,261,30.346,8.38,High,High,High,High,High,High,1.866,1.859,0.708,0.634,293.2,1296,1155.2,694.5,621.3,980.3,0.359,0,4.433537722,1
FALSE,Master Protein,Q61205,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Mus musculus GN=Pafah1b3 PE=1 SV=1,11.20689655,2,2,2,1,232,25.837,6.93,High,High,High,High,High,High,1.069,1.635,1.804,1.082,10152.7,460.4,422.2,430.5,258.2,238.7,0.311,0,4.424639702,2
FALSE,Master Protein,Q9CQU1,Microfibrillar-associated protein 1 OS=Mus musculus GN=Mfap1 PE=1 SV=1,5.011389522,2,2,2,1,439,51.923,4.98,High,High,High,High,High,High,1.002,0.851,0.908,0.881,417.6,613.1,505.2,612,593.7,674,0.166,0,4.420003653,2
FALSE,Master Protein,Q78HU7,Glycophorin-C OS=Mus musculus GN=Gypc PE=1 SV=2,27.36842105,1,1,1,1,95,10.322,5.35,Not Found,High,High,High,High,High,1.334,0.904,1.096,1.197,,128.2,94.9,96.1,105,87.7,0.778,0,4.418831348,1
FALSE,Master Protein,Q8BGY4,Kelch-like protein 26 OS=Mus musculus GN=Klhl26 PE=1 SV=1,2.640264026,2,2,2,1,606,66.989,7.01,High,High,High,High,High,High,1.306,0.89,1.005,1.151,707.1,471,368,360.7,413.3,359,0.122,0,4.407484531,2
FALSE,Master Protein,Q3UF64,RING finger and transmembrane domain-containing protein 2 OS=Mus musculus GN=Rnft2 PE=2 SV=2,4.494382022,1,1,1,1,445,48.824,7.99,Not Found,High,High,High,High,High,0.935,1.155,0.996,1.082,,147.1,197.5,157.4,171,158.1,0.086,0,4.404157162,1
FALSE,Master Protein,P41731,CD63 antigen OS=Mus musculus GN=Cd63 PE=1 SV=2,2.941176471,1,2,1,1,238,25.749,6.98,High,High,High,High,High,High,3.581,3.292,1.067,1.05,1089.8,2841,2571.1,793.4,781,743.6,0.212,0,4.401632071,1
FALSE,Master Protein,Q91Z96,BMP-2-inducible protein kinase OS=Mus musculus GN=Bmp2k PE=1 SV=1,1.405975395,1,1,1,1,1138,126.107,6.8,High,High,High,High,High,High,1.265,0.946,1.254,1.521,431.1,402.9,365.4,318.6,386.3,254,0.04,0,4.399116993,1
FALSE,Master Protein,O89106,Bis(5'-adenosyl)-triphosphatase OS=Mus musculus GN=Fhit PE=1 SV=3,11.33333333,2,2,2,1,150,17.224,6.73,High,High,High,High,High,High,1.252,0.886,0.842,0.886,419.3,609.7,453.7,487,512.2,578.4,0.468,0,4.398538709,2
FALSE,Master Protein,Q91YQ1,Ras-related protein Rab-7L1 OS=Mus musculus GN=Rab29 PE=1 SV=1,9.31372549,2,2,2,1,204,23.074,7.77,High,High,High,High,High,High,1.031,0.937,1.416,1.207,597.4,628.1,486.4,609,519.2,430.1,0.292,0,4.39770174,2
FALSE,Master Protein,Q91V93,Rho-related BTB domain-containing protein 2 OS=Mus musculus GN=Rhobtb2 PE=2 SV=2,2.884615385,2,2,2,1,728,82.596,6.95,High,High,High,High,High,High,1.171,1.023,1.099,1.14,851,449.8,407.4,384,398.4,349.4,0.11,0,4.394532204,2
FALSE,Master Protein,Q9CQY5,Magnesium transporter protein 1 OS=Mus musculus GN=Magt1 PE=1 SV=1,2.985074627,1,1,1,1,335,37.944,9.76,High,High,High,High,High,High,1.367,1.219,0.984,0.939,188.4,218.9,186.2,160.1,152.8,162.7,0.11,0,4.388158321,1
FALSE,Master Protein,O88271,Craniofacial development protein 1 OS=Mus musculus GN=Cfdp1 PE=1 SV=1,5.423728814,1,2,1,1,295,32.901,4.86,High,High,High,High,High,High,0.757,0.696,1.01,1.025,,226.7,211.6,299.4,303.8,296.5,0.274,0,4.374216795,1
FALSE,Master Protein,E9PVD3,Protocadherin-16 OS=Mus musculus GN=Dchs1 PE=1 SV=1,0.303859009,1,2,1,1,3291,346.173,5,High,High,High,High,High,High,1.157,1.235,1.298,1.129,,64.7,60.1,55.9,48.7,43.1,0.033,0,4.370171666,1
FALSE,Master Protein,D3YXK1,Atherin OS=Mus musculus GN=Samd1 PE=1 SV=1,3.468208092,1,1,1,1,519,54.5,7.47,Not Found,High,High,High,High,High,1.206,0.884,1.028,1.068,,117.6,89.6,97.6,101.3,94.9,0.075,0,4.368515491,1
FALSE,Master Protein,Q9WUU9,Germinal-center associated nuclear protein OS=Mus musculus GN=Mcm3ap PE=1 SV=2,0.811770675,1,1,1,1,1971,217.226,6.61,Not Found,High,High,High,High,High,1.979,0.874,0.837,0.815,,363.3,156.2,183.6,178.7,219.2,0.023,0,4.367590904,1
FALSE,Master Protein,Q9QXW2,F-box/WD repeat-containing protein 5 OS=Mus musculus GN=Fbxw5 PE=1 SV=1,6.980802792,2,2,2,1,573,64.605,6.13,High,High,High,High,High,High,,,,,,,,,,,0.179,0,4.365479946,2
FALSE,Master Protein,O35984,Pre-B-cell leukemia transcription factor 2 OS=Mus musculus GN=Pbx2 PE=1 SV=1,3.488372093,1,1,1,1,430,45.781,7.56,Not Found,High,High,High,High,High,0.909,0.825,1.142,1.034,,159.2,130.8,175.2,158.6,153.4,0.096,0,4.365119457,1
FALSE,Master Protein,Q9JLK7,Calcium-binding protein 1 OS=Mus musculus GN=Cabp1 PE=1 SV=3,8.370044053,2,2,2,1,227,25.926,4.93,High,High,High,High,High,High,1.144,0.877,0.761,0.684,457.8,217.2,149.7,189.8,170.6,249.3,0.425,0,4.364779472,2
FALSE,Master Protein,Q8CAE9,Podocalyxin-like protein 2 OS=Mus musculus GN=Podxl2 PE=1 SV=2,1.492537313,1,2,1,1,603,64.932,4.36,High,High,High,High,High,High,2.152,1.737,0.739,1.154,,20.5,25.9,9.5,14.9,12.9,0.292,0,4.361365795,1
FALSE,Master Protein,B1AUE5,Peroxisome biogenesis factor 10 OS=Mus musculus GN=Pex10 PE=2 SV=1,5.864197531,2,2,2,1,324,37.134,9.94,Not Found,High,High,High,High,High,,,,,,,,,,,0.222,0,4.357185364,2
FALSE,Master Protein,Q99J23,GH3 domain-containing protein OS=Mus musculus GN=Ghdc PE=2 SV=2,1.691729323,1,2,1,1,532,58.471,7.56,Not Found,High,High,High,High,High,1.437,1.054,0.864,0.941,,138.6,110.6,96.4,105,111.6,0.086,0,4.35173738,1
FALSE,Master Protein,Q923G2,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus GN=Polr2h PE=1 SV=3",10.66666667,1,1,1,1,150,17.132,4.68,High,High,High,High,High,High,1.334,1.068,0.985,1.016,147.5,224.6,185.4,168.4,173.6,170.9,0.259,0,4.348488331,1
FALSE,Master Protein,Q9DCF9,Translocon-associated protein subunit gamma OS=Mus musculus GN=Ssr3 PE=1 SV=1,7.567567568,1,1,1,1,185,21.051,9.61,High,High,High,High,High,High,1.22,1.027,1.179,1.093,662.2,147.1,114.8,120.6,111.8,102.3,0.334,0,4.342179298,1
FALSE,Master Protein,Q5U405,Transmembrane protease serine 13 OS=Mus musculus GN=Tmprss13 PE=2 SV=2,1.473296501,1,2,1,1,543,59.768,9.01,High,High,High,High,High,High,0.834,0.908,1.698,1.528,1642.7,676.3,662.7,811.1,729.9,477.7,0.105,0,4.332780719,1
FALSE,Master Protein,Q3U5C7,Prickle-like protein 1 OS=Mus musculus GN=Prickle1 PE=1 SV=1,4.6875,3,3,3,1,832,94.071,6.28,High,High,High,High,High,High,1.264,1.122,0.929,0.866,2001.9,851.1,704,673.4,627.5,724.7,0.17,0,4.330085278,3
FALSE,Master Protein,P50543,Protein S100-A11 OS=Mus musculus GN=S100a11 PE=1 SV=1,10.20408163,1,2,1,1,98,11.075,5.45,Not Found,High,High,High,High,High,,,,,,,,,,,1.154,0,4.314122677,1
FALSE,Master Protein,Q921I9,Exosome complex component RRP41 OS=Mus musculus GN=Exosc4 PE=1 SV=3,4.897959184,1,1,1,1,245,26.233,6.15,High,High,High,High,High,High,1.064,1.049,1.014,0.849,423.7,292.3,241.5,274.7,230.1,271,0.194,0,4.31406641,1
FALSE,Master Protein,Q09XV5,Chromodomain-helicase-DNA-binding protein 8 OS=Mus musculus GN=Chd8 PE=1 SV=1,0.658404338,2,3,2,1,2582,290.666,6.42,High,High,High,High,High,High,1.008,0.842,0.996,0.984,788.5,276.7,228.5,274.6,271.3,275.7,0.028,0,4.297594309,2
FALSE,Master Protein,Q8R2R6,Mitochondrial ribosome-associated GTPase 1 OS=Mus musculus GN=Mtg1 PE=1 SV=2,7.975460123,2,2,2,1,326,36.655,9.28,Not Found,High,High,High,High,High,1.017,0.887,1.015,0.995,,546,466.5,536.7,526,528.9,0.212,0,4.295458555,2
FALSE,Master Protein,Q9CYR0,"Single-stranded DNA-binding protein, mitochondrial OS=Mus musculus GN=Ssbp1 PE=1 SV=1",15.13157895,2,3,2,1,152,17.308,9.92,Not Found,High,High,High,High,High,1.237,1.127,0.992,1.015,,626.2,583.7,506.1,518,510.2,0.389,0,4.287796736,2
FALSE,Master Protein,Q0VG49,Uncharacterized protein C15orf61 homolog OS=Mus musculus PE=2 SV=2,7.643312102,1,1,1,1,157,17.975,9.22,High,High,High,High,High,High,,,,,,,,,,,0.212,0,4.280879974,1
FALSE,Master Protein,Q76N33,AMSH-like protease OS=Mus musculus GN=Stambpl1 PE=1 SV=1,7.339449541,3,3,3,1,436,49.608,7.53,Not Found,High,High,High,High,High,,,,,,,,,,,0.233,0,4.279496908,3
FALSE,Master Protein,Q5SWT3,Solute carrier family 25 member 35 OS=Mus musculus GN=Slc25a35 PE=1 SV=2,5.666666667,2,2,2,1,300,32.61,9.52,High,High,High,High,High,High,1.479,1.292,1.003,1.04,1414.6,729.6,660.9,493.2,511.6,491.8,0.233,0,4.277936816,2
FALSE,Master Protein,Q8CHR6,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Mus musculus GN=Dpyd PE=1 SV=1,1.365853659,1,1,1,1,1025,111.181,7.27,Not Found,High,High,High,High,High,1.356,1.159,1.207,1.248,,75.1,66.4,55.4,57.3,45.9,0.035,0,4.273217201,1
FALSE,Master Protein,Q9CR25,Diphthamide biosynthesis protein 2 OS=Mus musculus GN=Dph2 PE=1 SV=1,4.498977505,1,1,1,1,489,52.332,5.53,Not Found,High,High,High,High,High,1.364,1.396,1.019,1.037,,164.5,171.5,120.7,122.8,118.4,0.116,0,4.272390842,1
FALSE,Master Protein,Q60989,E3 ubiquitin-protein ligase XIAP OS=Mus musculus GN=Xiap PE=1 SV=2,9.274193548,3,3,3,1,496,56.043,6.23,Not Found,High,High,High,High,High,1.182,1.075,1.075,1.065,,451.1,406.7,381.7,378.3,355.1,0.189,0,4.266735435,3
FALSE,Master Protein,Q8BG31,Uncharacterized protein C8orf46 homolog OS=Mus musculus PE=2 SV=1,4.830917874,1,2,1,1,207,22.477,9.95,High,High,High,High,High,High,0.926,0.818,1.324,1.237,1947.6,146.9,121.2,158.7,148.2,119.8,0.179,0,4.263238192,1
FALSE,Master Protein,P81117,Nucleobindin-2 OS=Mus musculus GN=Nucb2 PE=1 SV=2,3.333333333,2,2,2,1,420,50.273,5.15,High,High,High,High,High,High,1.13,0.88,1.428,1.765,487.6,278.3,267.9,246.3,304.4,172.5,0.155,0,4.253030419,2
FALSE,Master Protein,P27681,Gamma-aminobutyric acid receptor subunit gamma-3 OS=Mus musculus GN=Gabrg3 PE=2 SV=2,3.211991435,1,1,1,1,467,54.298,8.05,Not Found,High,High,High,High,High,0.882,0.597,1.576,1.584,,145.3,98.9,164.7,165.5,104.5,0.096,0,4.251451969,1
FALSE,Master Protein,Q8BGS1,Band 4.1-like protein 5 OS=Mus musculus GN=Epb41l5 PE=1 SV=1,1.915184679,1,1,1,1,731,81.585,6.39,High,High,High,High,High,High,1.119,0.936,1.272,1.25,784,259.3,213.1,231.7,227.7,182.2,0.053,0,4.245636463,1
FALSE,Master Protein,Q91WF7,Polyphosphoinositide phosphatase OS=Mus musculus GN=Fig4 PE=1 SV=1,1.764057332,2,2,2,1,907,103.381,6.98,High,High,High,High,High,High,1.243,1.038,1.266,1.127,541.9,440,327.2,354.1,315.2,279.6,0.08,0,4.233542919,2
FALSE,Master Protein,Q8BPS4,Integral membrane protein GPR180 OS=Mus musculus GN=Gpr180 PE=1 SV=1,2.040816327,1,2,1,1,441,48.943,7.8,High,High,High,High,High,High,0.953,0.685,0.988,1.007,576.3,209.6,153.6,219.9,224.2,222.6,0.116,0,4.228212714,1
FALSE,Master Protein,Q8VCF1,Soluble calcium-activated nucleotidase 1 OS=Mus musculus GN=Cant1 PE=2 SV=1,3.970223325,1,1,1,1,403,45.624,6.77,Not Found,High,High,High,High,High,1.353,1.129,1.294,1.182,,189.7,144.6,140.2,128,108.3,0.07,0,4.221840382,1
FALSE,Master Protein,Q99MS3,Mpv17-like protein OS=Mus musculus GN=Mpv17l PE=1 SV=2,3.608247423,1,2,1,1,194,22.166,10.05,Not Found,High,High,High,High,High,0.156,0.554,0.996,0.948,,292.9,988.6,1875.8,1785.7,1882.8,0.194,0,4.215029716,1
FALSE,Master Protein,P97783,Protein AF1q OS=Mus musculus GN=Mllt11 PE=1 SV=1,15.55555556,1,2,1,1,90,10.023,4.41,Not Found,High,High,High,High,High,1.277,1.141,1.014,0.94,,343.1,284.2,268.8,249,265,1.154,0,4.199720025,1
FALSE,Master Protein,Q8QZY2,Glycerate kinase OS=Mus musculus GN=Glyctk PE=1 SV=1,3.4416826,1,1,1,1,523,55.258,6.67,High,High,High,High,High,High,1.174,1.493,1.233,1.04,461,210,225.3,178.9,150.9,145.1,0.089,0,4.198087215,1
FALSE,Master Protein,Q8R332,Nucleoporin p58/p45 OS=Mus musculus GN=Nup58 PE=1 SV=1,3.407155026,2,2,2,1,587,59.409,9.29,High,High,High,High,High,High,1.119,0.721,1.07,1.105,1879.6,235.4,156.7,210.4,217.2,196.6,0.334,0,4.194616914,2
FALSE,Master Protein,Q80W14,Pre-mRNA-processing factor 40 homolog B OS=Mus musculus GN=Prpf40b PE=1 SV=2,2.068965517,2,3,1,1,870,99.238,6.96,High,High,High,High,High,High,,,,,,,,,,,0.166,0,4.188186288,2
FALSE,Master Protein,Q9CRD4,Dysbindin domain-containing protein 2 OS=Mus musculus GN=Dbndd2 PE=1 SV=1,7.594936709,1,2,1,1,158,17.183,4.22,Not Found,High,High,High,High,High,1.461,1.25,1.083,1.189,,190.2,178.9,130.2,143.1,120.3,0.778,0,4.184050441,1
FALSE,Master Protein,Q02788,Collagen alpha-2(VI) chain OS=Mus musculus GN=Col6a2 PE=1 SV=3,1.450676983,1,1,1,1,1034,110.266,6.42,Not Found,High,High,High,High,High,1.457,1.411,1.032,0.997,,260.7,243.7,178.9,172.7,173.3,0.032,0,4.160238266,1
FALSE,Master Protein,Q3THK3,General transcription factor IIF subunit 1 OS=Mus musculus GN=Gtf2f1 PE=1 SV=2,3.937007874,1,2,1,1,508,57.206,7.01,Not Found,High,High,High,High,High,0.895,1.203,1.207,0.942,,102.6,107.7,114.7,89.5,95,0.075,0,4.151959896,1
FALSE,Master Protein,Q922K7,Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus GN=Nop2 PE=1 SV=1,5.422446406,2,2,2,1,793,86.699,9.22,High,High,High,High,High,High,1.133,0.712,0.99,1.114,1446.9,235.7,166.6,208,234,210,0.096,0,4.145106792,2
FALSE,Master Protein,Q8VIJ8,Nitrogen permease regulator 3-like protein OS=Mus musculus GN=Nprl3 PE=1 SV=1,2.811950791,1,1,1,1,569,63.578,7.03,Not Found,High,High,High,High,High,1.226,1.176,1.269,1.111,,195.8,164.4,159.7,139.7,125.8,0.07,0,4.143068314,1
FALSE,Master Protein,Q62559,Intraflagellar transport protein 52 homolog OS=Mus musculus GN=Ift52 PE=1 SV=2,2.582159624,1,1,1,1,426,48.218,5.2,High,High,High,High,High,High,1.298,0.959,1.048,1.114,781.4,561,440.5,432.4,459.5,412.5,0.089,0,4.131021023,1
FALSE,Master Protein,Q9D365,Signal peptidase complex subunit 3 OS=Mus musculus GN=Spcs3 PE=1 SV=1,18.33333333,3,3,3,1,180,20.134,9.6,High,High,High,High,High,High,1.319,1.315,1.059,1.109,877.4,900.9,940.3,683.2,715.1,645,0.701,0,4.130783319,3
FALSE,Master Protein,Q9CR88,"28S ribosomal protein S14, mitochondrial OS=Mus musculus GN=Mrps14 PE=1 SV=1",11.71875,1,1,1,1,128,14.911,11.39,High,High,High,High,High,High,0.945,1.682,1.564,1.2,420.7,214.2,292.6,226.8,173.9,145,0.259,0,4.125768661,1
FALSE,Master Protein,P47759,Neuron-specific protein family member 2 OS=Mus musculus GN=Nsg2 PE=1 SV=1,5.847953216,1,1,1,1,171,18.988,9.39,High,High,High,High,High,High,1.105,0.688,1.509,1.515,807.4,292.2,182.6,264.3,265.5,175.2,0.292,0,4.121596813,1
FALSE,Master Protein,Q7TMK6,Protein Hook homolog 2 OS=Mus musculus GN=Hook2 PE=1 SV=3,1.536312849,1,1,1,1,716,83.315,5.43,High,High,High,High,High,High,0.994,0.85,1.205,1.102,612.9,171.1,134,172.2,157.5,142.9,0.04,0,4.121012688,1
FALSE,Master Protein,Q3UHN9,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Mus musculus GN=Ndst1 PE=1 SV=2,2.040816327,2,2,2,1,882,100.662,7.77,High,High,High,High,High,High,1.39,1.702,1.098,1.025,1299.9,820,937,590,550.6,537.1,0.081,0,4.119504452,2
FALSE,Master Protein,Q9DBB1,Dual specificity protein phosphatase 6 OS=Mus musculus GN=Dusp6 PE=1 SV=1,3.937007874,1,7,1,1,381,42.381,4.88,Not Found,High,High,High,High,High,0.971,0.835,1.294,1.251,,177.2,147.4,182.5,176.6,141.1,0.122,0,4.118130207,1
FALSE,Master Protein,P18406,Protein CYR61 OS=Mus musculus GN=Cyr61 PE=1 SV=1,3.693931398,1,1,1,1,379,41.681,8.12,High,High,High,High,High,High,2.162,1.548,1.082,1.148,674.9,372.7,283.1,172.4,182.9,159.3,0.083,0,4.109860897,1
FALSE,Master Protein,P28654,Decorin OS=Mus musculus GN=Dcn PE=1 SV=1,3.107344633,1,1,1,1,354,39.784,8.68,High,High,High,High,High,High,1.9,1.645,1.08,1.195,480.7,378.1,362.5,199,220.3,184.3,0.086,0,4.10863781,1
FALSE,Master Protein,Q9JIQ3,"Diablo homolog, mitochondrial OS=Mus musculus GN=Diablo PE=1 SV=2",2.953586498,1,2,1,1,237,26.804,6.37,High,High,High,High,High,High,,,,,,,,,,,0.122,0,4.103996754,1
FALSE,Master Protein,P51125,Calpastatin OS=Mus musculus GN=Cast PE=1 SV=2,3.934010152,2,2,2,1,788,84.871,5.52,Not Found,High,High,High,High,High,1.285,1.114,1.085,1.13,,101.9,92,79.3,82.6,73.1,0.091,0,4.103102684,2
FALSE,Master Protein,Q9D773,"39S ribosomal protein L2, mitochondrial OS=Mus musculus GN=Mrpl2 PE=1 SV=1",10.13071895,3,3,3,1,306,33.32,11.06,High,High,High,High,High,High,1.677,1,0.792,1.004,194.2,164,124,97.8,124.1,123.5,0.318,0,4.101489067,3
FALSE,Master Protein,Q3U3W5,Putative protein arginine N-methyltransferase 9 OS=Mus musculus GN=Prmt9 PE=2 SV=2,1.773049645,2,2,2,1,846,94.159,5.36,High,High,High,High,High,High,1.069,0.93,1.09,1.101,1479,572,502.2,534.8,540.1,490.5,0.113,0,4.098323226,2
FALSE,Master Protein,Q61624,Zinc finger protein 148 OS=Mus musculus GN=Znf148 PE=1 SV=2,2.518891688,1,1,1,1,794,88.696,6.48,High,High,High,High,High,High,1.248,1.061,1.105,1.061,192.5,209.9,171.4,168.2,161.5,152.2,0.054,0,4.081726551,1
FALSE,Master Protein,Q9QZW0,Phospholipid-transporting ATPase 11C OS=Mus musculus GN=Atp11c PE=1 SV=2,1.417183348,2,3,1,1,1129,129.157,7.3,Not Found,High,High,High,High,High,1.384,1.137,1.113,1.053,107,840.8,653,607.6,574.5,545.7,0.067,1,4.076008439,2
FALSE,Master Protein,P33622,Apolipoprotein C-III OS=Mus musculus GN=Apoc3 PE=1 SV=2,19.19191919,1,1,1,1,99,10.975,4.75,Not Found,High,High,High,High,High,,,,,,,,,,,0.468,0,4.06902647,1
FALSE,Master Protein,Q91WK1,SPRY domain-containing protein 4 OS=Mus musculus GN=Spryd4 PE=1 SV=1,3.8647343,1,2,1,1,207,23.26,9.45,High,High,High,High,High,High,1.355,1.144,0.842,0.813,1208.4,1184.2,964.3,873.8,843.2,1037.5,0.129,0,4.068642259,1
FALSE,Master Protein,Q3TAP4,AP-5 complex subunit beta-1 OS=Mus musculus GN=Ap5b1 PE=1 SV=1,1.826484018,2,2,2,1,876,94.619,6.07,High,High,High,High,High,High,1.088,0.966,1.101,1.012,1026.9,315.9,257.7,290.4,266.8,263.7,0.105,0,4.053544998,2
FALSE,Master Protein,Q9EP71,Ankycorbin OS=Mus musculus GN=Rai14 PE=1 SV=1,2.145045965,2,2,2,1,979,108.785,6.27,High,High,High,High,High,High,,,,,,,,,,,0.057,0,4.044539928,2
FALSE,Master Protein,Q3TA38,Transmembrane protein 120B OS=Mus musculus GN=Tmem120b PE=2 SV=1,5.014749263,1,1,1,1,339,40.381,9.04,Not Found,High,High,High,High,High,1.6,1.274,0.982,1.039,,359.1,302.3,224.4,237.4,228.5,0.122,0,4.042376995,1
FALSE,Master Protein,Q6GQT5,Transmembrane protein 151A OS=Mus musculus GN=Tmem151a PE=1 SV=1,2.564102564,1,1,1,1,468,51.28,7.99,High,High,High,High,High,High,,,,,,,,,,,0.072,0,4.039217472,1
FALSE,Master Protein,Q9D6L8,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Mus musculus GN=Ppil3 PE=1 SV=1,13.04347826,2,2,2,1,161,18.116,6.79,High,High,High,High,High,High,1.279,1.248,0.999,0.94,386,670.9,616,524.5,493.4,524.9,0.425,0,4.033102512,2
FALSE,Master Protein,Q9QY40,Plexin-B3 OS=Mus musculus GN=Plxnb3 PE=1 SV=2,1.051524711,2,2,1,1,1902,208.233,5.95,High,High,High,High,High,High,1.356,1.1,1.09,1.206,454.8,139.3,125.1,102.7,113.8,94.3,0.054,0,4.03024745,2
FALSE,Master Protein,Q9Z0H7,B-cell lymphoma/leukemia 10 OS=Mus musculus GN=Bcl10 PE=1 SV=1,4.721030043,1,1,1,1,233,25.932,6.55,High,High,High,High,High,High,1.251,1.067,0.951,0.848,264.4,305.1,232.2,243.9,217.6,256.4,0.155,0,4.014772892,1
FALSE,Master Protein,Q99PW4,TP53-regulating kinase OS=Mus musculus GN=Tp53rk PE=2 SV=1,6.557377049,1,1,1,1,244,27.376,9.23,High,High,High,High,High,High,1.322,1.262,0.944,0.993,900.5,256.2,257.3,193.8,203.9,205.3,0.166,0,4.014037609,1
FALSE,Master Protein,P59041,DnaJ homolog subfamily C member 30 OS=Mus musculus GN=Dnajc30 PE=1 SV=1,4.109589041,1,2,1,1,219,24.747,10.21,High,High,High,High,High,High,0.958,1.031,1.348,1.103,1396.6,854,751.4,891.1,728.8,660.9,0.136,0,4.013884425,1
FALSE,Master Protein,Q8K190,SAYSvFN domain-containing protein 1 OS=Mus musculus GN=Saysd1 PE=1 SV=1,11.17021277,1,1,1,1,188,20.691,8.6,High,High,High,High,High,High,0.888,0.873,1.117,1.005,547.8,60.9,53.9,68.6,61.7,61.4,0.259,0,4.009431839,1
